"Name","RMSPE_ratio"
"Karl Marx",4.74361737330433
"Abraham Lincoln",1.86149539444071
"Adam Smith",0.78724184212301
"Aeschylus",0.832524424110414
"Aesop",4.20883953268306
"Alexander Hamilton",2.49903595391307
"Alexander Pope",0.500983300193043
"Aquinas",1.7495187172643
"Aristophanes",0.894602995870869
"Aristotle",1.1527505381106
"Auberon Herbert",1.81970654207793
"August Bebel",2.14805931532657
"Auguste Comte",1.39397373876518
"Augustine",0.966941798141005
"Bakunin",2.28078533386975
"Barthold Georg Niebuhr",1.61137676010185
"Bastiat",0.928070324187917
"Benjamin Constant",0.732126833181019
"Benjamin Franklin",1.46769008713715
"Bentham",1.58395493130089
"Blanqui",1.07131534475627
"Carl Stumpf",1.42830196970221
"Cervantes",NA
"Charles Darwin",1.03777441431125
"Charles Fourier",1.52287503939244
"Cicero",0.730740636272013
"Clausewitz",1.57693543390362
"Dante Alighieri",1.05136092298914
"David Ricardo",0.676798341583044
"de Gouges",0.97771616409747
"Dilthey",3.23333575079051
"Dostoyevsky",2.71449781837431
"Dryden",0.656103132048943
"Durkheim",1.17062585402279
"E T A Hoffmann",2.259744336203
"Ebbinghaus",1.57894751018261
"Edmund Burke",0.802375130058443
"Eduard Bernstein",0.388917627619608
"Eduard von Hartmann",3.67617231952829
"Eduard Zeller",0.871165822209048
"Edward Bellamy",0.552109924221935
"Epictetus",1.2132774601148
"Euripides",0.661356304704486
"Ferdinand Lassalle",0.829276590373685
"Ferdinand Tönnies",1.18699356822936
"Fichte",0.580126810881738
"Francis Bacon",2.79182826780454
"Franz Brentano",1.27754508165938
"Frederick Douglass",0.602627474169647
"Frege",0.943032870435128
"Friedrich Carl von Savigny",0.924856044823102
"Friedrich Heinrich Jacobi",4.26642958623352
"Friedrich List",1.24349781216679
"Friedrich Schiller",0.770907874329994
"Goethe",1.10326050291035
"Grimmelshausen",9.30956221095678
"Gustav Freytag",0.856673272243943
"Hamann",2.28525309956731
"Hans Christian Andersen",0.828375561123274
"Henry George",1.44303784047482
"Herbart",0.544553857783075
"Herbert Spencer",2.73037132612348
"Herder",0.909032070707409
"Hermann Cohen",10.1856194497522
"Hermann Lotze",0.912812323008222
"Hobbes",0.532852832717474
"Hölderlin",5.25928819262234
"Hume",1.17699300184557
"Immanuel Kant",1.65801606367199
"Izaak Walton",8.54289273423097
"James Fitzjames Stephen",1.5399855688869
"James Madison",2.15186758369437
"John Bunyan",2.49643897288984
"John C Calhoun",0.803774675767366
"John Calvin",0.416244107544287
"John Locke",1.75002208947026
"John Milton",1.27248786099912
"John Ruskin",0.594283474559601
"John Stuart Mill",1.45796676494108
"John Woolman",2.09227221556103
"Jonathan Swift",0.606449195574857
"Kafka",0.453299520969414
"Kempis",0.424716207948443
"Kropotkin",1.96057207082412
"Külpe",1.15006610922426
"Leibniz",1.77290961405823
"Lord Acton",0.76235325094998
"Lord Byron",1.2763076717011
"Ludwig Büchner",3.97481615344633
"Ludwig Feuerbach",1.37831072388737
"Lujo Brentano",1.50322037073763
"Machiavelli",0.393822538689343
"Malthus",2.3056255096286
"Marcus Aurelius",1.49083719198092
"Marlowe",1.5610570857015
"Martin Luther",1.36193201433486
"Max Stirner",1.44330113921414
"Montesquieu",0.52956788950933
"Moses Hess",0.862618689273096
"Nassau Senior",1.20148044588375
"Nietzsche",0.753005843388387
"Oliver Goldsmith",2.7563116431959
"Oscar Wilde",1.5184262494256
"Otto Pfleiderer",2.36254852623214
"Percy Bysshe Shelley",2.43630358777919
"Plato",0.69842583287719
"Pliny the Younger",1.96412532817851
"Plutarch",1.67412844638261
"Proudhon",1.07013350944516
"Ralph Waldo Emerson",0.777944717248034
"Ranke",0.6106409039011
"Richard Cobden",1.1202762640445
"Rilke",14.2614200859835
"Robert Browning",0.672436016649532
"Robert Burns",0.789894061139367
"Robert Owen",1.50349249174093
"Rodbertus",0.604714409876923
"Rousseau",0.655888772163623
"Schäffle",0.974588383615423
"Scheler",2.5621742793693
"Schleiermacher",1.53493412393602
"Schmoller",1.48378787161921
"Schopenhauer",0.380678955237154
"Simmel",5.82469042230871
"Sismondi",1.53587188047582
"Sombart",4.40506709009457
"Sophocles",0.862348391269153
"Spinoza",0.74297084890281
"Theodor Fontane",3.62810087047585
"Thomas Browne",4.96963474646872
"Thomas Carlyle",0.853248741168911
"Thomas Jefferson",0.825447075409866
"Thomas Mann",8.44644493813108
"Thoreau",0.636618217338523
"Thucydides",1.03753885155149
"Thünen",0.41330855331032
"Tocqueville",0.7007710327643
"Virgil",0.814046883133761
"Voltaire",0.59704369187279
"Wilhelm von Humboldt",1.09000596315527
"William Godwin",0.629573483187451
"William Graham Sumner",0.767485193622605
"William Penn",0.630165932599174
"Windelband",1.17290958021978
"Wollstonecraft",0.652571313550276
"Wundt",1.02212680378158
