"Name","RMSPE_ratio"
"Karl Marx",5.07764809545187
"Abraham Lincoln",2.06567977228283
"Adam Smith",0.97392692599136
"Aeschylus",1.23929136128813
"Aesop",5.58777863445895
"Alessandro Manzoni",2.22441304599186
"Alexander Hamilton",1.75009728313654
"Alexander Pope",0.524556063874895
"Ambroise Paré",1.7098810185032
"Aquinas",1.32293354840925
"Archibald Geikie",1.21650390310274
"Aristophanes",1.08336477020028
"Aristotle",1.33336649500946
"Auberon Herbert",1.79282849780536
"August Bebel",2.21181226584081
"Auguste Comte",0.969974754491363
"Augustine",1.32776119259047
"Bakunin",2.19521380183638
"Barthold Georg Niebuhr",1.55137629560256
"Bastiat",0.511319346902672
"Benjamin Constant",0.760248192307062
"Benjamin Franklin",1.44045523664441
"Bentham",1.55372763743717
"Bigges",1.69319313642679
"Blanqui",0.74173763405387
"Carl Stumpf",1.49566425471714
"Cellini",0.56602637488944
"Cervantes",0.794180586624611
"Charles Darwin",0.805284929430898
"Charles Fourier",2.23915364498144
"Chaucer",0.608103895487951
"Cicero",1.17894804287889
"Clausewitz",1.72056259466472
"Copernicus",1.26180051486207
"Dante Alighieri",1.48076558982285
"David Ricardo",0.697992850479643
"de Gouges",1.39395091529859
"Descartes",1.2284044018891
"Dilthey",3.19849393762639
"Dostoyevsky",3.12395214966635
"Dryden",0.807418609662486
"Durkheim",1.35037165875545
"E T A Hoffmann",2.09677696299946
"Ebbinghaus",0.875783637775021
"Edmund Burke",0.788847394638912
"Edmund Spenser",0.905888973588385
"Eduard Bernstein",0.348182227872262
"Eduard von Hartmann",4.29028688480408
"Eduard Zeller",0.82167932937078
"Edward Bellamy",0.474601140494709
"Edward Haies",1.47540933234746
"Edward Jenner",0.63462333625693
"Epictetus",1.40743730378083
"Euripides",0.768978288320095
"Faraday",2.37183153938923
"Ferdinand Lassalle",0.986993215632035
"Ferdinand Tönnies",1.19459051582667
"Fichte",0.576939166140413
"Francis Bacon",0.51310893648315
"Francis Pretty",0.763819328579564
"Franz Brentano",1.02285815984343
"Frederick Douglass",0.599070215220118
"Frege",0.963115700035203
"Friedrich Carl von Savigny",0.860953128478411
"Friedrich Heinrich Jacobi",3.33670140752484
"Friedrich List",1.06200200906209
"Friedrich Schiller",1.35701628281737
"Froissart",0.830947482202592
"Goethe",1.09156864101757
"Gotthold Ephraim Lessing",0.672453713529277
"Grimmelshausen",8.58536908785169
"Gustav Freytag",0.872980709713507
"Hamann",2.21423684978948
"Hans Christian Andersen",0.766439336267484
"Helmholtz",0.747760191273067
"Henry Fielding",1.63220012170532
"Henry George",1.95978817123943
"Herbart",0.527467470718008
"Herbert Spencer",2.71713064144848
"Herder",0.923723253400836
"Hermann Cohen",8.87407711978931
"Hermann Lotze",0.839235615640656
"Herodotus",1.03169993988938
"Hippocrates",1.07997883381001
"Hippolyte Taine",1.33071974245787
"Hobbes",0.799480078843021
"Hölderlin",5.01246793132886
"Homer",1.20999567517607
"Hume",1.05513311447656
"Immanuel Kant",1.59121631790975
"Izaak Walton",10.7260328457812
"James Fitzjames Stephen",1.47558886506242
"James Madison",2.11875742755488
"Jean Racine",0.877086522597127
"John Bunyan",1.90570352765866
"John C Calhoun",0.833316595359881
"John Calvin",0.388800073053128
"John Knox",1.05799619159284
"John Locke",1.98167835888657
"John Milton",1.25497172873239
"John Ruskin",1.00874037401101
"John Stuart Mill",1.28548562599411
"John Woolman",2.00708730176192
"Jonathan Swift",0.781247563763532
"Joseph Lister",0.829875839498074
"Kafka",0.450110637898382
"Kelvin",0.967844444807339
"Kempis",0.3870853663462
"Kropotkin",1.99380281379277
"Külpe",1.14895909020936
"Leibniz",2.04825049288256
"Lord Acton",0.596594366440333
"Lord Byron",1.14622509892201
"Ludwig Büchner",4.64569317845406
"Ludwig Feuerbach",1.40232048861027
"Lujo Brentano",1.57555111334739
"Machiavelli",0.518227244912888
"Malory",2.33491019013149
"Malthus",2.31870540213854
"Marcus Aurelius",1.1082691533767
"Marlowe",1.67899348793348
"Martin Luther",1.24032687887663
"Max Stirner",1.41265296219934
"Mazzini",1.29264324146453
"Molière",1.07431433786295
"Montaigne",0.755076773357461
"Montesquieu",0.770393438094787
"Moses Hess",1.52548209336095
"Nassau Senior",1.26899621930012
"Newton",0.975245812319733
"Nietzsche",1.05862390143326
"Oliver Goldsmith",1.43510462480667
"Oliver Wendell Holmes",0.982541336124633
"Oscar Wilde",1.59147625604385
"Otto Pfleiderer",1.82904770611785
"Pasteur",0.676097738921941
"Pedro Calderón de la Barca",0.843109140760907
"Percy Bysshe Shelley",2.40631610330123
"Pericles",1.15644461081705
"Philip Nichols",5.11741423645055
"Pierre Corneille",1.40478204713378
"Plato",0.7413788538708
"Pliny the Younger",2.1684506085381
